UserId,Experience,php,python,qa,js,level,qualification,age,Jobid
76,3,0,0,0,1,3,3,3,278
77,1,2,0,0,0,2,1,1,162
78,3,0,0,1,0,3,2,6,665
79,5,0,2,0,0,3,3,3,758
80,0,2,0,0,0,1,2,4,232
81,5,2,0,0,0,3,2,1,182
82,0,0,2,0,0,1,2,3,2
83,1,0,0,1,0,2,1,3,886
84,2,2,0,0,0,2,1,2,311
85,1,2,0,0,0,2,2,3,146
86,3,0,0,0,1,3,2,1,119
87,3,0,2,0,0,3,1,1,70
88,2,0,0,0,1,2,2,4,320
89,4,0,0,0,1,3,3,5,447
90,1,2,0,0,0,2,2,3,155
91,3,2,0,0,0,3,3,5,240
92,2,2,0,0,0,2,2,2,977
93,0,0,0,1,0,1,1,5,549
94,1,0,0,0,1,2,3,4,562
95,5,0,2,0,0,3,1,2,756
96,2,0,0,0,1,2,2,3,580
97,5,0,2,0,0,3,1,3,466
98,5,2,0,0,0,3,2,5,189
99,0,2,0,0,0,1,2,2,972
100,1,0,0,1,0,2,1,5,920
101,1,0,2,0,0,2,1,2,779
102,3,0,0,0,1,3,1,5,171
103,2,0,0,0,1,2,3,5,745
104,0,0,0,0,1,1,2,1,791
105,4,0,2,0,0,3,3,2,741
106,4,2,0,0,0,3,2,1,85
107,5,0,0,1,0,3,3,1,537
108,3,0,0,1,0,3,3,3,191
109,4,0,2,0,0,3,1,6,633
110,5,2,0,0,0,3,1,5,43
111,0,0,0,0,1,1,2,3,42
112,2,0,0,1,0,2,1,1,111
113,1,2,0,0,0,2,3,6,62
114,2,0,0,1,0,2,1,4,227
115,4,2,0,0,0,3,3,1,564
116,2,0,2,0,0,2,2,4,481
117,1,0,2,0,0,2,3,2,420
118,3,0,0,1,0,3,2,1,975
119,5,0,2,0,0,3,2,3,582
120,2,0,0,1,0,2,1,4,914
121,1,0,0,1,0,2,2,4,603
122,2,2,0,0,0,2,1,1,237
123,4,0,0,1,0,3,1,3,293
124,3,0,0,1,0,3,1,2,592
125,4,0,2,0,0,3,3,2,836
126,4,0,2,0,0,3,3,1,680
127,0,2,0,0,0,1,2,2,321
128,1,0,0,1,0,2,1,3,425
129,4,0,0,1,0,3,1,3,186
130,1,0,2,0,0,2,1,1,796
131,2,0,0,1,0,2,1,5,693
132,0,0,0,0,1,1,3,4,902
133,3,2,0,0,0,3,3,4,229
134,3,0,2,0,0,3,1,5,314
135,1,0,0,1,0,2,1,3,502
136,1,0,0,0,1,2,3,5,393
137,2,2,0,0,0,2,3,3,708
138,1,2,0,0,0,2,3,4,606
139,4,2,0,0,0,3,3,5,958
140,1,0,2,0,0,2,1,1,184
141,0,0,0,0,1,1,3,4,642
142,2,0,0,1,0,2,2,3,77
143,5,2,0,0,0,3,3,4,554
144,0,0,0,1,0,1,3,1,575
145,3,2,0,0,0,3,3,1,50
146,2,2,0,0,0,2,1,4,470
147,4,0,2,0,0,3,2,1,763
148,5,0,2,0,0,3,2,5,364
149,0,2,0,0,0,1,2,2,729
150,1,2,0,0,0,2,3,5,39
151,2,0,0,0,1,2,1,4,361
152,3,2,0,0,0,3,1,1,45
153,0,0,2,0,0,1,3,5,792
154,5,0,0,1,0,3,1,4,897
155,3,0,0,0,1,3,1,1,640
156,3,0,0,1,0,3,2,5,276
157,4,0,2,0,0,3,2,3,947
158,4,0,0,1,0,3,3,1,79
159,1,0,0,1,0,2,3,6,941
160,3,0,2,0,0,3,3,3,671
161,4,2,0,0,0,3,1,3,646
162,0,0,0,0,1,1,1,3,254
163,0,2,0,0,0,1,1,4,940
164,2,0,0,1,0,2,2,2,743
165,2,0,0,1,0,2,1,5,581
166,3,0,2,0,0,3,1,2,406
167,2,2,0,0,0,2,1,3,193
168,2,2,0,0,0,2,1,2,474
169,0,0,0,0,1,1,2,2,290
170,3,0,0,1,0,3,2,4,255
171,2,0,2,0,0,2,1,1,80
172,3,0,2,0,0,3,1,5,422
173,4,0,0,0,1,3,3,6,116
174,3,2,0,0,0,3,3,4,405
175,1,0,0,1,0,2,3,3,433
176,0,0,0,1,0,1,3,3,246
177,0,2,0,0,0,1,3,5,87
178,1,0,0,1,0,2,1,1,659
179,2,0,0,0,1,2,3,5,873
180,3,2,0,0,0,3,2,4,979
181,3,0,0,1,0,3,1,2,694
182,1,2,0,0,0,2,3,4,981
183,3,0,2,0,0,3,2,4,733
184,3,0,0,0,1,3,1,3,309
185,1,2,0,0,0,2,1,3,611
186,4,0,0,0,1,3,1,5,889
187,5,2,0,0,0,3,3,5,625
188,0,2,0,0,0,1,1,4,894
189,4,0,2,0,0,3,3,4,629
190,1,0,2,0,0,2,3,2,888
191,2,0,2,0,0,2,2,2,202
192,2,0,0,0,1,2,1,3,845
193,5,2,0,0,0,3,1,5,337
194,0,2,0,0,0,1,3,1,782
195,3,0,0,0,1,3,3,1,816
196,0,0,2,0,0,1,3,3,267
197,1,0,0,0,1,2,2,3,285
198,3,0,2,0,0,3,3,5,357
199,2,0,0,0,1,2,1,3,176
200,1,0,2,0,0,2,3,3,664
201,0,0,0,1,0,1,3,4,98
202,1,0,0,1,0,2,1,1,848
203,4,0,0,0,1,3,2,3,324
204,4,0,2,0,0,3,1,4,218
205,1,2,0,0,0,2,1,4,561
206,3,0,0,0,1,3,1,2,933
207,2,2,0,0,0,2,3,3,44
208,2,0,0,0,1,2,3,3,148
209,4,0,2,0,0,3,3,5,869
210,4,0,2,0,0,3,1,1,288
211,5,0,0,1,0,3,3,2,412
212,0,2,0,0,0,1,3,3,867
213,2,2,0,0,0,2,3,2,113
214,1,0,2,0,0,2,2,3,726
215,1,0,0,1,0,2,3,4,518
216,0,0,0,0,1,1,3,2,263
217,3,0,0,1,0,3,3,1,274
218,1,2,0,0,0,2,2,5,421
219,2,0,2,0,0,2,1,5,657
220,3,0,2,0,0,3,2,2,490
221,2,0,2,0,0,2,2,2,531
222,4,0,2,0,0,3,3,4,24
223,1,0,0,1,0,2,1,3,956
224,2,0,0,0,1,2,2,4,444
225,5,0,0,1,0,3,3,5,499
226,0,2,0,0,0,1,2,3,241
227,2,0,0,1,0,2,3,6,270
228,5,0,0,0,1,3,1,5,812
229,2,0,0,0,1,2,1,6,700
230,3,2,0,0,0,3,2,1,656
231,5,2,0,0,0,3,3,2,905
232,1,0,0,0,1,2,1,2,195
233,3,0,0,0,1,3,2,2,882
234,5,2,0,0,0,3,1,3,209
235,4,0,0,0,1,3,3,5,695
236,1,2,0,0,0,2,1,5,839
237,1,0,2,0,0,2,3,1,903
238,1,0,0,1,0,2,3,6,621
239,5,0,0,1,0,3,3,2,853
240,1,0,0,0,1,2,1,4,552
241,3,0,0,0,1,3,3,4,512
242,4,0,0,1,0,3,3,2,395
243,3,2,0,0,0,3,3,3,871
244,3,0,0,1,0,3,1,1,546
245,2,0,0,1,0,2,1,4,598
246,3,0,0,0,1,3,1,2,560
247,3,0,0,1,0,3,3,2,626
248,2,0,2,0,0,2,1,2,83
249,1,0,2,0,0,2,1,2,856
250,2,2,0,0,0,2,3,1,88
251,3,0,0,1,0,3,3,3,738
252,4,0,0,1,0,3,3,3,54
253,1,0,0,0,1,2,1,1,298
254,1,0,0,0,1,2,2,5,668
255,4,0,0,1,0,3,2,5,92
256,0,0,0,1,0,1,3,5,787
257,1,0,2,0,0,2,2,2,723
258,3,0,0,0,1,3,1,2,458
259,2,2,0,0,0,2,2,4,684
260,0,2,0,0,0,1,2,4,634
261,4,2,0,0,0,3,3,4,211
262,2,0,0,1,0,2,2,6,559
263,5,2,0,0,0,3,2,2,760
264,1,2,0,0,0,2,1,5,632
265,5,2,0,0,0,3,2,4,832
266,4,2,0,0,0,3,1,1,18
267,2,0,2,0,0,2,2,5,988
268,2,0,2,0,0,2,1,6,819
269,4,0,0,0,1,3,3,4,496
270,4,0,0,1,0,3,1,1,63
271,0,0,0,1,0,1,3,5,66
272,4,0,0,0,1,3,1,1,545
273,3,0,0,0,1,3,3,3,264
274,3,2,0,0,0,3,2,1,601
275,5,0,0,1,0,3,2,3,968
276,4,0,2,0,0,3,1,2,753
277,2,0,2,0,0,2,2,3,820
278,5,0,0,1,0,3,2,1,709
279,2,0,0,1,0,2,3,4,908
280,0,0,0,1,0,1,3,1,487
281,1,0,2,0,0,2,2,1,416
282,4,0,0,0,1,3,2,3,463
283,4,0,0,0,1,3,3,2,696
284,2,2,0,0,0,2,3,6,84
285,1,0,0,0,1,2,1,4,540
286,0,2,0,0,0,1,3,1,346
287,1,0,0,1,0,2,2,1,705
288,1,2,0,0,0,2,2,3,41
289,3,0,2,0,0,3,2,2,615
290,1,0,0,1,0,2,2,4,97
291,5,0,2,0,0,3,1,5,776
292,2,0,0,0,1,2,1,4,328
293,1,0,0,0,1,2,1,3,961
294,4,0,2,0,0,3,3,4,461
295,2,0,2,0,0,2,2,2,228
296,0,0,0,0,1,1,1,5,304
297,3,0,2,0,0,3,1,1,156
298,0,2,0,0,0,1,3,1,133
299,2,0,2,0,0,2,3,5,340
300,5,0,2,0,0,3,1,5,336
301,0,0,0,0,1,1,2,5,604
302,3,0,0,0,1,3,2,3,728
303,4,2,0,0,0,3,1,3,68
304,5,0,0,0,1,3,2,2,269
305,2,2,0,0,0,2,3,2,730
306,4,0,2,0,0,3,1,3,815
307,3,2,0,0,0,3,2,5,91
308,2,0,0,1,0,2,1,3,471
309,2,2,0,0,0,2,2,5,158
310,0,0,0,1,0,1,3,5,65
311,1,0,0,1,0,2,3,5,498
312,0,2,0,0,0,1,1,4,188
313,1,2,0,0,0,2,2,2,641
314,3,2,0,0,0,3,2,5,185
315,1,0,0,0,1,2,1,2,596
316,0,0,2,0,0,1,2,2,16
317,4,0,0,0,1,3,2,2,901
318,3,2,0,0,0,3,2,1,330
319,2,0,0,1,0,2,1,1,250
320,1,2,0,0,0,2,1,1,658
321,2,0,2,0,0,2,2,3,198
322,0,0,0,0,1,1,2,1,74
323,3,0,0,0,1,3,1,3,268
324,3,0,0,0,1,3,3,1,748
325,0,0,0,1,0,1,2,1,373
326,1,2,0,0,0,2,2,5,230
327,4,0,0,0,1,3,1,5,30
328,3,0,2,0,0,3,3,3,939
329,2,0,2,0,0,2,3,5,390
330,3,2,0,0,0,3,1,2,362
331,1,2,0,0,0,2,3,2,647
332,1,2,0,0,0,2,2,3,923
333,4,0,0,1,0,3,3,5,701
334,3,2,0,0,0,3,2,4,577
335,4,0,0,1,0,3,2,5,566
336,0,2,0,0,0,1,2,5,936
337,3,0,0,0,1,3,2,2,6
338,3,0,2,0,0,3,1,1,396
339,1,2,0,0,0,2,1,2,785
340,4,0,0,1,0,3,2,2,5
341,5,2,0,0,0,3,3,3,749
342,1,2,0,0,0,2,2,6,755
343,4,2,0,0,0,3,1,2,151
344,3,0,0,1,0,3,2,5,428
345,0,0,0,1,0,1,2,5,47
346,5,0,0,1,0,3,2,1,945
347,3,0,0,1,0,3,2,5,550
348,0,0,0,1,0,1,2,5,801
349,0,0,2,0,0,1,1,5,556
350,1,2,0,0,0,2,1,2,75
351,4,0,2,0,0,3,1,3,178
352,0,0,0,1,0,1,1,2,757
353,2,0,0,0,1,2,1,3,27
354,5,0,0,0,1,3,3,1,462
355,5,2,0,0,0,3,1,4,504
356,1,0,0,1,0,2,2,1,652
357,3,0,2,0,0,3,2,4,922
358,1,0,0,0,1,2,2,1,71
359,2,2,0,0,0,2,1,1,689
360,1,2,0,0,0,2,3,3,846
361,5,0,0,0,1,3,1,5,89
362,4,2,0,0,0,3,1,4,520
363,1,0,2,0,0,2,2,3,612
364,2,0,0,0,1,2,2,1,595
365,3,0,0,1,0,3,1,2,152
366,3,0,0,0,1,3,1,2,536
367,3,0,0,0,1,3,1,2,317
368,1,0,0,0,1,2,1,3,924
369,2,0,0,1,0,2,3,1,522
370,0,2,0,0,0,1,3,4,497
371,2,0,2,0,0,2,2,1,622
372,3,0,0,1,0,3,1,5,874
373,2,0,0,1,0,2,3,1,115
374,0,2,0,0,0,1,1,3,204
375,0,2,0,0,0,1,3,5,302
376,1,0,0,1,0,2,3,1,297
377,4,2,0,0,0,3,3,3,334
378,5,0,0,1,0,3,1,5,937
379,0,0,0,0,1,1,2,5,620
380,4,0,0,1,0,3,3,5,987
381,4,0,0,1,0,3,1,3,692
382,1,0,2,0,0,2,1,4,454
383,2,0,0,1,0,2,3,5,980
384,3,2,0,0,0,3,2,2,917
385,3,0,0,1,0,3,1,2,179
386,0,2,0,0,0,1,1,5,602
387,0,0,0,1,0,1,3,2,382
388,4,2,0,0,0,3,2,4,644
389,4,0,0,1,0,3,3,3,37
390,0,0,0,1,0,1,3,4,775
391,1,0,2,0,0,2,2,1,594
392,4,2,0,0,0,3,3,2,852
393,5,2,0,0,0,3,2,1,544
394,5,2,0,0,0,3,2,1,797
395,0,0,2,0,0,1,1,6,570
396,2,0,0,1,0,2,3,4,666
397,3,0,2,0,0,3,3,1,387
398,5,0,2,0,0,3,1,1,847
399,2,2,0,0,0,2,3,4,616
400,5,0,2,0,0,3,1,5,450
401,3,0,0,1,0,3,3,4,294
402,2,0,0,1,0,2,3,3,900
403,0,0,0,0,1,1,3,4,778
404,5,0,2,0,0,3,2,2,477
405,2,0,2,0,0,2,1,2,265
406,1,2,0,0,0,2,3,4,286
407,4,0,0,0,1,3,3,1,881
408,4,0,2,0,0,3,1,2,76
409,3,2,0,0,0,3,2,5,609
410,4,0,0,1,0,3,1,4,318
411,1,0,0,1,0,2,2,3,221
412,3,0,2,0,0,3,3,3,928
413,3,0,0,1,0,3,3,4,891
414,2,0,2,0,0,2,1,3,484
415,3,0,2,0,0,3,2,5,679
416,1,0,2,0,0,2,1,4,943
417,4,0,2,0,0,3,2,5,440
418,4,2,0,0,0,3,2,1,11
419,0,0,2,0,0,1,1,4,986
420,0,2,0,0,0,1,2,4,338
421,0,2,0,0,0,1,1,6,200
422,4,0,0,1,0,3,3,2,271
423,2,2,0,0,0,2,2,2,110
424,3,2,0,0,0,3,2,4,942
425,4,2,0,0,0,3,2,2,509
426,1,0,0,0,1,2,3,3,750
427,1,0,2,0,0,2,1,2,197
428,2,0,0,1,0,2,3,3,825
429,0,0,2,0,0,1,2,3,436
430,2,0,0,1,0,2,3,4,904
431,2,0,2,0,0,2,2,5,139
432,1,0,2,0,0,2,1,1,451
433,5,0,0,0,1,3,3,6,248
434,3,2,0,0,0,3,1,1,803
435,2,0,0,0,1,2,1,6,95
436,4,2,0,0,0,3,3,3,985
437,3,2,0,0,0,3,2,1,3
438,3,0,0,0,1,3,1,1,292
439,3,0,0,1,0,3,1,1,524
440,1,2,0,0,0,2,3,4,129
441,5,0,2,0,0,3,1,3,429
442,3,0,0,0,1,3,1,5,456
443,4,2,0,0,0,3,3,1,301
444,0,0,0,1,0,1,2,3,655
445,4,2,0,0,0,3,3,1,521
446,4,0,2,0,0,3,1,1,438
447,3,2,0,0,0,3,2,4,163
448,1,0,0,0,1,2,1,6,919
449,1,0,2,0,0,2,2,2,376
450,1,0,0,0,1,2,2,5,214
451,2,2,0,0,0,2,2,4,160
452,1,0,2,0,0,2,3,1,543
453,4,2,0,0,0,3,1,3,573
454,0,0,0,1,0,1,3,3,890
455,1,2,0,0,0,2,1,2,300
456,3,0,0,1,0,3,1,3,96
457,1,0,0,1,0,2,1,3,553
458,2,0,0,0,1,2,3,5,348
459,5,0,0,0,1,3,2,4,120
460,1,0,0,1,0,2,3,3,485
461,5,0,0,0,1,3,3,3,468
462,2,0,0,1,0,2,2,2,282
463,0,0,2,0,0,1,3,1,840
464,0,0,0,1,0,1,3,3,950
465,1,2,0,0,0,2,2,1,661
466,3,0,0,1,0,3,1,1,539
467,2,0,0,1,0,2,3,4,164
468,3,0,2,0,0,3,3,3,134
469,2,0,0,1,0,2,1,1,208
470,3,0,0,0,1,3,3,5,455
471,2,2,0,0,0,2,2,4,876
472,4,0,0,1,0,3,3,5,929
473,5,0,0,0,1,3,3,2,144
474,4,2,0,0,0,3,3,4,704
475,5,2,0,0,0,3,1,5,769
476,2,0,0,0,1,2,1,4,584
477,0,0,0,0,1,1,1,1,529
478,1,2,0,0,0,2,3,2,154
479,1,0,0,1,0,2,3,5,380
480,4,0,0,1,0,3,3,2,866
481,0,0,0,1,0,1,2,1,724
482,5,0,0,1,0,3,2,5,403
483,4,0,0,1,0,3,1,3,306
484,4,0,2,0,0,3,2,4,305
485,2,0,0,1,0,2,2,1,360
486,4,0,2,0,0,3,3,4,8
487,2,0,2,0,0,2,2,4,725
488,2,0,2,0,0,2,1,5,563
489,5,2,0,0,0,3,3,1,527
490,4,0,2,0,0,3,2,5,767
491,0,0,2,0,0,1,2,1,572
492,3,0,0,1,0,3,2,4,449
493,4,0,0,0,1,3,2,1,955
494,5,0,2,0,0,3,3,2,187
495,3,2,0,0,0,3,2,1,707
496,5,0,0,1,0,3,3,4,672
497,4,0,0,0,1,3,1,1,794
498,1,0,0,0,1,2,2,2,690
499,1,0,0,1,0,2,2,3,194
500,0,2,0,0,0,1,1,2,167
501,4,0,0,1,0,3,2,6,817
502,2,0,2,0,0,2,2,4,478
503,5,2,0,0,0,3,3,2,966
504,4,0,0,1,0,3,1,5,915
505,3,0,0,1,0,3,3,4,25
506,4,0,0,1,0,3,2,1,883
507,5,0,0,1,0,3,1,3,372
508,5,2,0,0,0,3,1,5,674
509,3,0,2,0,0,3,2,4,669
510,5,0,0,1,0,3,1,2,137
511,3,0,2,0,0,3,2,5,253
512,5,0,0,1,0,3,2,1,172
513,3,0,0,1,0,3,2,1,976
514,2,0,2,0,0,2,1,3,586
515,4,0,0,0,1,3,2,5,141
516,0,0,2,0,0,1,3,4,21
517,1,0,0,0,1,2,3,3,427
518,3,0,0,1,0,3,2,3,887
519,1,0,0,1,0,2,1,4,804
520,4,2,0,0,0,3,2,2,667
521,3,0,2,0,0,3,3,3,143
522,4,0,0,0,1,3,1,5,571
523,4,0,0,0,1,3,1,4,740
524,0,2,0,0,0,1,1,3,426
525,2,0,0,0,1,2,1,1,354
526,1,0,0,0,1,2,1,2,472
527,3,0,0,1,0,3,3,3,439
528,2,2,0,0,0,2,1,2,608
529,3,2,0,0,0,3,2,2,935
530,1,2,0,0,0,2,1,2,998
531,1,2,0,0,0,2,3,3,467
532,1,2,0,0,0,2,2,3,495
533,1,0,0,1,0,2,2,5,339
534,5,2,0,0,0,3,3,4,58
535,5,0,2,0,0,3,3,4,717
536,3,0,2,0,0,3,3,2,533
537,2,2,0,0,0,2,1,1,682
538,1,0,0,0,1,2,3,2,508
539,1,0,0,1,0,2,1,1,19
540,3,0,2,0,0,3,1,5,411
541,1,0,0,1,0,2,2,5,718
542,5,0,0,1,0,3,3,1,453
543,3,0,0,1,0,3,1,5,26
544,3,0,0,0,1,3,1,2,105
545,0,0,0,1,0,1,1,2,813
546,5,0,2,0,0,3,1,2,989
547,5,0,0,0,1,3,2,4,49
548,5,0,0,0,1,3,1,1,814
549,0,0,0,0,1,1,3,2,999
550,5,0,0,0,1,3,1,1,259
551,5,0,2,0,0,3,2,2,744
552,1,0,0,1,0,2,2,5,404
553,3,0,0,1,0,3,2,5,863
554,3,2,0,0,0,3,1,6,10
555,5,2,0,0,0,3,1,1,818
556,0,0,0,1,0,1,1,4,291
557,3,0,2,0,0,3,2,3,789
558,5,2,0,0,0,3,3,1,686
559,5,2,0,0,0,3,1,4,946
560,0,0,0,0,1,1,3,1,588
561,2,0,2,0,0,2,2,2,51
562,1,0,0,0,1,2,3,3,488
563,1,0,2,0,0,2,2,2,860
564,3,0,0,1,0,3,3,1,366
565,3,0,0,1,0,3,3,4,899
566,1,0,2,0,0,2,3,2,38
567,2,0,0,1,0,2,3,1,370
568,3,0,0,1,0,3,2,2,173
569,5,0,0,1,0,3,2,3,258
570,1,0,0,0,1,2,3,1,663
571,2,0,2,0,0,2,3,2,201
572,4,0,0,1,0,3,2,5,157
573,5,0,0,0,1,3,3,4,617
574,0,0,0,0,1,1,2,2,662
575,3,0,0,1,0,3,3,5,892
576,3,0,2,0,0,3,3,5,347
577,5,0,0,0,1,3,3,3,565
578,5,0,0,1,0,3,1,1,583
579,2,0,0,0,1,2,1,5,32
580,4,2,0,0,0,3,3,5,127
581,3,0,0,0,1,3,3,1,990
582,3,0,0,1,0,3,2,1,52
583,4,0,0,1,0,3,1,2,714
584,1,2,0,0,0,2,2,3,548
585,0,2,0,0,0,1,3,3,128
586,1,0,2,0,0,2,2,1,100
587,2,2,0,0,0,2,1,5,81
588,1,0,2,0,0,2,2,3,174
589,2,0,0,1,0,2,3,1,112
590,5,0,0,1,0,3,1,2,341
591,2,2,0,0,0,2,2,5,1
592,3,0,2,0,0,3,2,2,773
593,1,0,0,0,1,2,3,6,231
594,1,2,0,0,0,2,2,3,720
595,3,0,2,0,0,3,1,1,829
596,3,2,0,0,0,3,1,2,210
597,3,0,0,1,0,3,3,5,505
598,1,0,0,0,1,2,3,5,486
599,5,0,0,0,1,3,1,4,503
600,1,0,0,1,0,2,2,3,368
601,5,0,2,0,0,3,3,3,824
602,2,0,0,1,0,2,1,5,516
603,1,0,0,1,0,2,1,1,464
604,3,0,2,0,0,3,1,2,159
605,3,0,0,0,1,3,1,1,746
606,0,0,2,0,0,1,2,1,654
607,3,0,2,0,0,3,1,5,569
608,2,2,0,0,0,2,1,1,126
609,5,2,0,0,0,3,1,6,585
610,3,2,0,0,0,3,3,4,591
611,0,0,2,0,0,1,2,1,969
612,3,0,0,1,0,3,1,5,4
613,4,0,2,0,0,3,3,1,879
614,5,0,0,1,0,3,1,2,719
615,1,0,0,1,0,2,1,4,60
616,0,0,0,1,0,1,2,1,150
617,2,2,0,0,0,2,2,3,443
618,4,0,0,1,0,3,1,2,322
619,4,2,0,0,0,3,1,4,618
620,0,2,0,0,0,1,1,2,12
621,5,0,2,0,0,3,1,2,880
622,1,0,2,0,0,2,1,4,614
623,5,2,0,0,0,3,2,2,183
624,4,2,0,0,0,3,3,5,408
625,3,2,0,0,0,3,3,3,136
626,3,2,0,0,0,3,1,6,906
627,0,2,0,0,0,1,3,3,599
628,3,2,0,0,0,3,3,1,216
629,0,0,0,1,0,1,3,6,476
630,5,0,0,0,1,3,3,4,711
631,1,0,2,0,0,2,1,3,722
632,1,0,0,1,0,2,2,3,343
633,5,2,0,0,0,3,1,3,930
634,1,0,0,0,1,2,1,4,734
635,1,2,0,0,0,2,1,2,349
636,0,0,0,0,1,1,2,2,46
637,4,0,0,0,1,3,1,1,843
638,5,0,0,0,1,3,1,4,279
639,4,0,0,1,0,3,1,1,970
640,1,2,0,0,0,2,3,4,555
641,1,2,0,0,0,2,1,1,353
642,1,0,0,1,0,2,3,5,515
643,0,0,0,0,1,1,1,1,954
644,2,0,0,0,1,2,3,2,676
645,5,2,0,0,0,3,2,3,61
646,3,2,0,0,0,3,3,3,283
647,4,0,0,1,0,3,2,2,538
648,0,0,0,0,1,1,2,1,513
649,1,0,0,0,1,2,1,3,698
650,2,0,0,1,0,2,1,3,312
651,1,2,0,0,0,2,3,1,992
652,5,2,0,0,0,3,1,2,675
653,2,2,0,0,0,2,1,2,121
654,2,0,2,0,0,2,2,1,514
655,5,0,2,0,0,3,1,4,978
656,5,0,0,0,1,3,1,4,391
657,2,0,0,1,0,2,3,4,379
658,1,0,0,0,1,2,2,1,492
659,5,0,0,1,0,3,3,4,768
660,0,0,2,0,0,1,1,2,273
661,0,0,0,1,0,1,1,3,993
662,1,2,0,0,0,2,2,4,104
663,2,2,0,0,0,2,3,1,303
664,4,2,0,0,0,3,1,2,558
665,2,0,2,0,0,2,1,3,262
666,4,0,0,1,0,3,1,3,14
667,3,0,0,1,0,3,3,5,579
668,5,0,2,0,0,3,1,5,101
669,5,0,2,0,0,3,3,4,960
670,3,0,0,1,0,3,2,6,636
671,4,2,0,0,0,3,2,5,683
672,2,0,0,0,1,2,2,4,67
673,2,0,2,0,0,2,3,4,153
674,4,0,0,1,0,3,2,3,308
675,1,0,2,0,0,2,1,3,802
676,3,0,0,1,0,3,3,1,31
677,3,0,0,0,1,3,3,3,855
678,5,0,0,1,0,3,3,2,224
679,2,0,2,0,0,2,3,2,249
680,5,2,0,0,0,3,2,2,72
681,1,0,0,0,1,2,3,3,199
682,5,0,2,0,0,3,2,2,36
683,0,0,0,1,0,1,2,3,351
684,1,0,2,0,0,2,3,2,114
685,2,0,0,0,1,2,1,1,716
686,5,0,0,1,0,3,3,6,103
687,0,0,2,0,0,1,3,6,192
688,1,0,2,0,0,2,2,5,418
689,5,0,0,1,0,3,3,2,788
690,1,0,0,1,0,2,2,5,331
691,5,2,0,0,0,3,2,3,117
692,2,0,2,0,0,2,1,1,631
693,4,0,2,0,0,3,1,1,107
694,2,0,2,0,0,2,3,4,857
695,4,0,0,0,1,3,3,4,844
696,3,0,0,0,1,3,1,3,957
697,3,0,0,0,1,3,2,3,864
